split,class_folder,class_label,class_index,filename,relative_path
train,Healthy Teeth,Healthy teeth,2,102.jpg,Healthy Teeth\102.jpg
train,Healthy Teeth,Healthy teeth,2,103.jpg,Healthy Teeth\103.jpg
train,Healthy Teeth,Healthy teeth,2,104.jpg,Healthy Teeth\104.jpg
train,Healthy Teeth,Healthy teeth,2,105.jpg,Healthy Teeth\105.jpg
train,Healthy Teeth,Healthy teeth,2,106.jpg,Healthy Teeth\106.jpg
train,Healthy Teeth,Healthy teeth,2,108.jpg,Healthy Teeth\108.jpg
train,Healthy Teeth,Healthy teeth,2,11.jpg,Healthy Teeth\11.jpg
train,Healthy Teeth,Healthy teeth,2,110.jpg,Healthy Teeth\110.jpg
train,Healthy Teeth,Healthy teeth,2,111.jpg,Healthy Teeth\111.jpg
train,Healthy Teeth,Healthy teeth,2,112.jpg,Healthy Teeth\112.jpg
train,Healthy Teeth,Healthy teeth,2,113.jpg,Healthy Teeth\113.jpg
train,Healthy Teeth,Healthy teeth,2,114.jpg,Healthy Teeth\114.jpg
train,Healthy Teeth,Healthy teeth,2,115.jpg,Healthy Teeth\115.jpg
train,Healthy Teeth,Healthy teeth,2,116.jpg,Healthy Teeth\116.jpg
train,Healthy Teeth,Healthy teeth,2,118.jpg,Healthy Teeth\118.jpg
train,Healthy Teeth,Healthy teeth,2,119.jpg,Healthy Teeth\119.jpg
train,Healthy Teeth,Healthy teeth,2,120.jpg,Healthy Teeth\120.jpg
train,Healthy Teeth,Healthy teeth,2,121.jpg,Healthy Teeth\121.jpg
train,Healthy Teeth,Healthy teeth,2,122.jpg,Healthy Teeth\122.jpg
train,Healthy Teeth,Healthy teeth,2,124.jpg,Healthy Teeth\124.jpg
train,Healthy Teeth,Healthy teeth,2,125.jpg,Healthy Teeth\125.jpg
train,Healthy Teeth,Healthy teeth,2,128.jpg,Healthy Teeth\128.jpg
train,Healthy Teeth,Healthy teeth,2,129.jpg,Healthy Teeth\129.jpg
train,Healthy Teeth,Healthy teeth,2,13.jpg,Healthy Teeth\13.jpg
train,Healthy Teeth,Healthy teeth,2,130.jpg,Healthy Teeth\130.jpg
train,Healthy Teeth,Healthy teeth,2,132.jpg,Healthy Teeth\132.jpg
train,Healthy Teeth,Healthy teeth,2,133.jpg,Healthy Teeth\133.jpg
train,Healthy Teeth,Healthy teeth,2,138.jpg,Healthy Teeth\138.jpg
train,Healthy Teeth,Healthy teeth,2,139.jpg,Healthy Teeth\139.jpg
train,Healthy Teeth,Healthy teeth,2,145.jpg,Healthy Teeth\145.jpg
train,Healthy Teeth,Healthy teeth,2,146.jpg,Healthy Teeth\146.jpg
train,Healthy Teeth,Healthy teeth,2,149.jpg,Healthy Teeth\149.jpg
train,Healthy Teeth,Healthy teeth,2,15.jpg,Healthy Teeth\15.jpg
train,Healthy Teeth,Healthy teeth,2,151.jpg,Healthy Teeth\151.jpg
train,Healthy Teeth,Healthy teeth,2,153.jpg,Healthy Teeth\153.jpg
train,Healthy Teeth,Healthy teeth,2,154.jpg,Healthy Teeth\154.jpg
train,Healthy Teeth,Healthy teeth,2,155.jpg,Healthy Teeth\155.jpg
train,Healthy Teeth,Healthy teeth,2,156.jpg,Healthy Teeth\156.jpg
train,Healthy Teeth,Healthy teeth,2,157.jpg,Healthy Teeth\157.jpg
train,Healthy Teeth,Healthy teeth,2,158.jpg,Healthy Teeth\158.jpg
train,Healthy Teeth,Healthy teeth,2,159.jpg,Healthy Teeth\159.jpg
train,Healthy Teeth,Healthy teeth,2,160.jpg,Healthy Teeth\160.jpg
train,Healthy Teeth,Healthy teeth,2,164.jpg,Healthy Teeth\164.jpg
train,Healthy Teeth,Healthy teeth,2,165.jpg,Healthy Teeth\165.jpg
train,Healthy Teeth,Healthy teeth,2,166.jpg,Healthy Teeth\166.jpg
train,Healthy Teeth,Healthy teeth,2,167.jpg,Healthy Teeth\167.jpg
train,Healthy Teeth,Healthy teeth,2,168.jpg,Healthy Teeth\168.jpg
train,Healthy Teeth,Healthy teeth,2,177.jpg,Healthy Teeth\177.jpg
train,Healthy Teeth,Healthy teeth,2,178.jpg,Healthy Teeth\178.jpg
train,Healthy Teeth,Healthy teeth,2,180.jpg,Healthy Teeth\180.jpg
train,Healthy Teeth,Healthy teeth,2,182.jpg,Healthy Teeth\182.jpg
train,Healthy Teeth,Healthy teeth,2,183.jpg,Healthy Teeth\183.jpg
train,Healthy Teeth,Healthy teeth,2,185.jpg,Healthy Teeth\185.jpg
train,Healthy Teeth,Healthy teeth,2,19.jpg,Healthy Teeth\19.jpg
train,Healthy Teeth,Healthy teeth,2,193.jpg,Healthy Teeth\193.jpg
train,Healthy Teeth,Healthy teeth,2,199.jpg,Healthy Teeth\199.jpg
train,Healthy Teeth,Healthy teeth,2,2.jpg,Healthy Teeth\2.jpg
train,Healthy Teeth,Healthy teeth,2,205.jpg,Healthy Teeth\205.jpg
train,Healthy Teeth,Healthy teeth,2,207.jpg,Healthy Teeth\207.jpg
train,Healthy Teeth,Healthy teeth,2,208.jpg,Healthy Teeth\208.jpg
train,Healthy Teeth,Healthy teeth,2,209.jpg,Healthy Teeth\209.jpg
train,Healthy Teeth,Healthy teeth,2,211.jpg,Healthy Teeth\211.jpg
train,Healthy Teeth,Healthy teeth,2,213.jpg,Healthy Teeth\213.jpg
train,Healthy Teeth,Healthy teeth,2,214.jpg,Healthy Teeth\214.jpg
train,Healthy Teeth,Healthy teeth,2,215.jpg,Healthy Teeth\215.jpg
train,Healthy Teeth,Healthy teeth,2,217.jpg,Healthy Teeth\217.jpg
train,Healthy Teeth,Healthy teeth,2,22.jpg,Healthy Teeth\22.jpg
train,Healthy Teeth,Healthy teeth,2,223.jpg,Healthy Teeth\223.jpg
train,Healthy Teeth,Healthy teeth,2,226.jpg,Healthy Teeth\226.jpg
train,Healthy Teeth,Healthy teeth,2,229.jpg,Healthy Teeth\229.jpg
train,Healthy Teeth,Healthy teeth,2,23.jpg,Healthy Teeth\23.jpg
train,Healthy Teeth,Healthy teeth,2,231.jpg,Healthy Teeth\231.jpg
train,Healthy Teeth,Healthy teeth,2,233.jpg,Healthy Teeth\233.jpg
train,Healthy Teeth,Healthy teeth,2,235.jpg,Healthy Teeth\235.jpg
train,Healthy Teeth,Healthy teeth,2,236.jpg,Healthy Teeth\236.jpg
train,Healthy Teeth,Healthy teeth,2,239.jpg,Healthy Teeth\239.jpg
train,Healthy Teeth,Healthy teeth,2,240.jpg,Healthy Teeth\240.jpg
train,Healthy Teeth,Healthy teeth,2,242.jpg,Healthy Teeth\242.jpg
train,Healthy Teeth,Healthy teeth,2,243.jpg,Healthy Teeth\243.jpg
train,Healthy Teeth,Healthy teeth,2,244.jpg,Healthy Teeth\244.jpg
train,Healthy Teeth,Healthy teeth,2,245.jpg,Healthy Teeth\245.jpg
train,Healthy Teeth,Healthy teeth,2,246.jpg,Healthy Teeth\246.jpg
train,Healthy Teeth,Healthy teeth,2,25.jpg,Healthy Teeth\25.jpg
train,Healthy Teeth,Healthy teeth,2,250.jpg,Healthy Teeth\250.jpg
train,Healthy Teeth,Healthy teeth,2,251.jpg,Healthy Teeth\251.jpg
train,Healthy Teeth,Healthy teeth,2,252.jpg,Healthy Teeth\252.jpg
train,Healthy Teeth,Healthy teeth,2,254.jpg,Healthy Teeth\254.jpg
train,Healthy Teeth,Healthy teeth,2,258.jpg,Healthy Teeth\258.jpg
train,Healthy Teeth,Healthy teeth,2,259.jpg,Healthy Teeth\259.jpg
train,Healthy Teeth,Healthy teeth,2,26.jpg,Healthy Teeth\26.jpg
train,Healthy Teeth,Healthy teeth,2,28.jpg,Healthy Teeth\28.jpg
train,Healthy Teeth,Healthy teeth,2,29.jpg,Healthy Teeth\29.jpg
train,Healthy Teeth,Healthy teeth,2,3.jpg,Healthy Teeth\3.jpg
train,Healthy Teeth,Healthy teeth,2,30.jpg,Healthy Teeth\30.jpg
train,Healthy Teeth,Healthy teeth,2,31.jpg,Healthy Teeth\31.jpg
train,Healthy Teeth,Healthy teeth,2,32.jpg,Healthy Teeth\32.jpg
train,Healthy Teeth,Healthy teeth,2,33.jpg,Healthy Teeth\33.jpg
train,Healthy Teeth,Healthy teeth,2,35.jpg,Healthy Teeth\35.jpg
train,Healthy Teeth,Healthy teeth,2,36.jpg,Healthy Teeth\36.jpg
train,Healthy Teeth,Healthy teeth,2,37.jpg,Healthy Teeth\37.jpg
train,Healthy Teeth,Healthy teeth,2,38.jpg,Healthy Teeth\38.jpg
train,Healthy Teeth,Healthy teeth,2,39.jpg,Healthy Teeth\39.jpg
train,Healthy Teeth,Healthy teeth,2,41.jpg,Healthy Teeth\41.jpg
train,Healthy Teeth,Healthy teeth,2,42.jpg,Healthy Teeth\42.jpg
train,Healthy Teeth,Healthy teeth,2,43.jpg,Healthy Teeth\43.jpg
train,Healthy Teeth,Healthy teeth,2,46.jpg,Healthy Teeth\46.jpg
train,Healthy Teeth,Healthy teeth,2,49.jpg,Healthy Teeth\49.jpg
train,Healthy Teeth,Healthy teeth,2,5.jpg,Healthy Teeth\5.jpg
train,Healthy Teeth,Healthy teeth,2,50.jpg,Healthy Teeth\50.jpg
train,Healthy Teeth,Healthy teeth,2,52.jpg,Healthy Teeth\52.jpg
train,Healthy Teeth,Healthy teeth,2,53.jpg,Healthy Teeth\53.jpg
train,Healthy Teeth,Healthy teeth,2,55.jpg,Healthy Teeth\55.jpg
train,Healthy Teeth,Healthy teeth,2,56.jpg,Healthy Teeth\56.jpg
train,Healthy Teeth,Healthy teeth,2,57.jpg,Healthy Teeth\57.jpg
train,Healthy Teeth,Healthy teeth,2,61.jpg,Healthy Teeth\61.jpg
train,Healthy Teeth,Healthy teeth,2,62.jpg,Healthy Teeth\62.jpg
train,Healthy Teeth,Healthy teeth,2,64.jpg,Healthy Teeth\64.jpg
train,Healthy Teeth,Healthy teeth,2,65.jpg,Healthy Teeth\65.jpg
train,Healthy Teeth,Healthy teeth,2,66.jpg,Healthy Teeth\66.jpg
train,Healthy Teeth,Healthy teeth,2,67.jpg,Healthy Teeth\67.jpg
train,Healthy Teeth,Healthy teeth,2,70.jpg,Healthy Teeth\70.jpg
train,Healthy Teeth,Healthy teeth,2,71.jpg,Healthy Teeth\71.jpg
train,Healthy Teeth,Healthy teeth,2,72.jpg,Healthy Teeth\72.jpg
train,Healthy Teeth,Healthy teeth,2,75.jpg,Healthy Teeth\75.jpg
train,Healthy Teeth,Healthy teeth,2,76.jpg,Healthy Teeth\76.jpg
train,Healthy Teeth,Healthy teeth,2,79.jpg,Healthy Teeth\79.jpg
train,Healthy Teeth,Healthy teeth,2,8.jpg,Healthy Teeth\8.jpg
train,Healthy Teeth,Healthy teeth,2,81.jpg,Healthy Teeth\81.jpg
train,Healthy Teeth,Healthy teeth,2,83.jpg,Healthy Teeth\83.jpg
train,Healthy Teeth,Healthy teeth,2,91.jpg,Healthy Teeth\91.jpg
train,Healthy Teeth,Healthy teeth,2,92.jpg,Healthy Teeth\92.jpg
train,Healthy Teeth,Healthy teeth,2,96.jpg,Healthy Teeth\96.jpg
train,Impacted teeth,Impacted teeth,3,10.jpg,Impacted teeth\10.jpg
train,Impacted teeth,Impacted teeth,3,102.jpg,Impacted teeth\102.jpg
train,Impacted teeth,Impacted teeth,3,104.jpg,Impacted teeth\104.jpg
train,Impacted teeth,Impacted teeth,3,112.jpg,Impacted teeth\112.jpg
train,Impacted teeth,Impacted teeth,3,115.jpg,Impacted teeth\115.jpg
train,Impacted teeth,Impacted teeth,3,12.jpg,Impacted teeth\12.jpg
train,Impacted teeth,Impacted teeth,3,122.jpg,Impacted teeth\122.jpg
train,Impacted teeth,Impacted teeth,3,123.jpg,Impacted teeth\123.jpg
train,Impacted teeth,Impacted teeth,3,127.jpg,Impacted teeth\127.jpg
train,Impacted teeth,Impacted teeth,3,13.jpg,Impacted teeth\13.jpg
train,Impacted teeth,Impacted teeth,3,131.jpg,Impacted teeth\131.jpg
train,Impacted teeth,Impacted teeth,3,133.jpg,Impacted teeth\133.jpg
train,Impacted teeth,Impacted teeth,3,135.jpg,Impacted teeth\135.jpg
train,Impacted teeth,Impacted teeth,3,148.jpg,Impacted teeth\148.jpg
train,Impacted teeth,Impacted teeth,3,15.jpg,Impacted teeth\15.jpg
train,Impacted teeth,Impacted teeth,3,153.jpg,Impacted teeth\153.jpg
train,Impacted teeth,Impacted teeth,3,154.jpg,Impacted teeth\154.jpg
train,Impacted teeth,Impacted teeth,3,161.jpg,Impacted teeth\161.jpg
train,Impacted teeth,Impacted teeth,3,162.jpg,Impacted teeth\162.jpg
train,Impacted teeth,Impacted teeth,3,169.jpg,Impacted teeth\169.jpg
train,Impacted teeth,Impacted teeth,3,170.jpg,Impacted teeth\170.jpg
train,Impacted teeth,Impacted teeth,3,171.jpg,Impacted teeth\171.jpg
train,Impacted teeth,Impacted teeth,3,172.jpg,Impacted teeth\172.jpg
train,Impacted teeth,Impacted teeth,3,176.jpg,Impacted teeth\176.jpg
train,Impacted teeth,Impacted teeth,3,189.jpg,Impacted teeth\189.jpg
train,Impacted teeth,Impacted teeth,3,191.jpg,Impacted teeth\191.jpg
train,Impacted teeth,Impacted teeth,3,193.jpg,Impacted teeth\193.jpg
train,Impacted teeth,Impacted teeth,3,2.jpg,Impacted teeth\2.jpg
train,Impacted teeth,Impacted teeth,3,203.jpg,Impacted teeth\203.jpg
train,Impacted teeth,Impacted teeth,3,204.jpg,Impacted teeth\204.jpg
train,Impacted teeth,Impacted teeth,3,208.jpg,Impacted teeth\208.jpg
train,Impacted teeth,Impacted teeth,3,209.jpg,Impacted teeth\209.jpg
train,Impacted teeth,Impacted teeth,3,214.jpg,Impacted teeth\214.jpg
train,Impacted teeth,Impacted teeth,3,220.jpg,Impacted teeth\220.jpg
train,Impacted teeth,Impacted teeth,3,223.jpg,Impacted teeth\223.jpg
train,Impacted teeth,Impacted teeth,3,23.jpg,Impacted teeth\23.jpg
train,Impacted teeth,Impacted teeth,3,25.jpg,Impacted teeth\25.jpg
train,Impacted teeth,Impacted teeth,3,250.jpg,Impacted teeth\250.jpg
train,Impacted teeth,Impacted teeth,3,253.jpg,Impacted teeth\253.jpg
train,Impacted teeth,Impacted teeth,3,30.jpg,Impacted teeth\30.jpg
train,Impacted teeth,Impacted teeth,3,36.jpg,Impacted teeth\36.jpg
train,Impacted teeth,Impacted teeth,3,42.jpg,Impacted teeth\42.jpg
train,Impacted teeth,Impacted teeth,3,5.jpg,Impacted teeth\5.jpg
train,Impacted teeth,Impacted teeth,3,6.jpg,Impacted teeth\6.jpg
train,Impacted teeth,Impacted teeth,3,60.jpg,Impacted teeth\60.jpg
train,Impacted teeth,Impacted teeth,3,62.jpg,Impacted teeth\62.jpg
train,Impacted teeth,Impacted teeth,3,66.jpg,Impacted teeth\66.jpg
train,Impacted teeth,Impacted teeth,3,75.jpg,Impacted teeth\75.jpg
train,Impacted teeth,Impacted teeth,3,83.jpg,Impacted teeth\83.jpg
train,Impacted teeth,Impacted teeth,3,85.jpg,Impacted teeth\85.jpg
train,Impacted teeth,Impacted teeth,3,86.jpg,Impacted teeth\86.jpg
train,Impacted teeth,Impacted teeth,3,92.jpg,Impacted teeth\92.jpg
train,Impacted teeth,Impacted teeth,3,98.jpg,Impacted teeth\98.jpg
val,BDC-BDR,Broken down crown/roots,0,11.jpg,BDC-BDR\11.jpg
val,BDC-BDR,Broken down crown/roots,0,125.jpg,BDC-BDR\125.jpg
val,BDC-BDR,Broken down crown/roots,0,19.jpg,BDC-BDR\19.jpg
val,BDC-BDR,Broken down crown/roots,0,2.jpg,BDC-BDR\2.jpg
val,BDC-BDR,Broken down crown/roots,0,21.jpg,BDC-BDR\21.jpg
val,BDC-BDR,Broken down crown/roots,0,214.jpg,BDC-BDR\214.jpg
val,BDC-BDR,Broken down crown/roots,0,222.jpg,BDC-BDR\222.jpg
val,BDC-BDR,Broken down crown/roots,0,229.jpg,BDC-BDR\229.jpg
val,BDC-BDR,Broken down crown/roots,0,34.jpg,BDC-BDR\34.jpg
val,BDC-BDR,Broken down crown/roots,0,62.jpg,BDC-BDR\62.jpg
val,BDC-BDR,Broken down crown/roots,0,77.jpg,BDC-BDR\77.jpg
val,Caries,Caries,1,101.jpg,Caries\101.jpg
val,Caries,Caries,1,117.jpg,Caries\117.jpg
val,Caries,Caries,1,120.jpg,Caries\120.jpg
val,Caries,Caries,1,123.jpg,Caries\123.jpg
val,Caries,Caries,1,131.jpg,Caries\131.jpg
val,Caries,Caries,1,142.jpg,Caries\142.jpg
val,Caries,Caries,1,144.jpg,Caries\144.jpg
val,Caries,Caries,1,19.jpg,Caries\19.jpg
val,Caries,Caries,1,20.jpg,Caries\20.jpg
val,Caries,Caries,1,204.jpg,Caries\204.jpg
val,Caries,Caries,1,210.jpg,Caries\210.jpg
val,Caries,Caries,1,215.jpg,Caries\215.jpg
val,Caries,Caries,1,217.jpg,Caries\217.jpg
val,Caries,Caries,1,220.jpg,Caries\220.jpg
val,Caries,Caries,1,222.jpg,Caries\222.jpg
val,Caries,Caries,1,23.jpg,Caries\23.jpg
val,Caries,Caries,1,232.jpg,Caries\232.jpg
val,Caries,Caries,1,26.jpg,Caries\26.jpg
val,Caries,Caries,1,37.jpg,Caries\37.jpg
val,Caries,Caries,1,42.jpg,Caries\42.jpg
val,Caries,Caries,1,52.jpg,Caries\52.jpg
val,Caries,Caries,1,54.jpg,Caries\54.jpg
val,Caries,Caries,1,59.jpg,Caries\59.jpg
val,Caries,Caries,1,64.jpg,Caries\64.jpg
val,Healthy Teeth,Healthy teeth,2,100.jpg,Healthy Teeth\100.jpg
val,Healthy Teeth,Healthy teeth,2,109.jpg,Healthy Teeth\109.jpg
val,Healthy Teeth,Healthy teeth,2,117.jpg,Healthy Teeth\117.jpg
val,Healthy Teeth,Healthy teeth,2,123.jpg,Healthy Teeth\123.jpg
val,Healthy Teeth,Healthy teeth,2,134.jpg,Healthy Teeth\134.jpg
val,Healthy Teeth,Healthy teeth,2,135.jpg,Healthy Teeth\135.jpg
val,Healthy Teeth,Healthy teeth,2,136.jpg,Healthy Teeth\136.jpg
val,Healthy Teeth,Healthy teeth,2,137.jpg,Healthy Teeth\137.jpg
val,Healthy Teeth,Healthy teeth,2,161.jpg,Healthy Teeth\161.jpg
val,Healthy Teeth,Healthy teeth,2,162.jpg,Healthy Teeth\162.jpg
val,Healthy Teeth,Healthy teeth,2,171.jpg,Healthy Teeth\171.jpg
val,Healthy Teeth,Healthy teeth,2,172.jpg,Healthy Teeth\172.jpg
val,Healthy Teeth,Healthy teeth,2,176.jpg,Healthy Teeth\176.jpg
val,Healthy Teeth,Healthy teeth,2,179.jpg,Healthy Teeth\179.jpg
val,Healthy Teeth,Healthy teeth,2,189.jpg,Healthy Teeth\189.jpg
val,Healthy Teeth,Healthy teeth,2,191.jpg,Healthy Teeth\191.jpg
val,Healthy Teeth,Healthy teeth,2,201.jpg,Healthy Teeth\201.jpg
val,Healthy Teeth,Healthy teeth,2,202.jpg,Healthy Teeth\202.jpg
val,Healthy Teeth,Healthy teeth,2,203.jpg,Healthy Teeth\203.jpg
val,Healthy Teeth,Healthy teeth,2,210.jpg,Healthy Teeth\210.jpg
val,Healthy Teeth,Healthy teeth,2,219.jpg,Healthy Teeth\219.jpg
val,Healthy Teeth,Healthy teeth,2,221.jpg,Healthy Teeth\221.jpg
val,Healthy Teeth,Healthy teeth,2,227.jpg,Healthy Teeth\227.jpg
val,Healthy Teeth,Healthy teeth,2,230.jpg,Healthy Teeth\230.jpg
val,Healthy Teeth,Healthy teeth,2,237.jpg,Healthy Teeth\237.jpg
val,Healthy Teeth,Healthy teeth,2,247.jpg,Healthy Teeth\247.jpg
val,Healthy Teeth,Healthy teeth,2,248.jpg,Healthy Teeth\248.jpg
val,Healthy Teeth,Healthy teeth,2,253.jpg,Healthy Teeth\253.jpg
val,Healthy Teeth,Healthy teeth,2,257.jpg,Healthy Teeth\257.jpg
val,Healthy Teeth,Healthy teeth,2,260.jpg,Healthy Teeth\260.jpg
val,Healthy Teeth,Healthy teeth,2,27.jpg,Healthy Teeth\27.jpg
val,Healthy Teeth,Healthy teeth,2,40.jpg,Healthy Teeth\40.jpg
val,Healthy Teeth,Healthy teeth,2,44.jpg,Healthy Teeth\44.jpg
val,Healthy Teeth,Healthy teeth,2,45.jpg,Healthy Teeth\45.jpg
val,Healthy Teeth,Healthy teeth,2,54.jpg,Healthy Teeth\54.jpg
val,Healthy Teeth,Healthy teeth,2,59.jpg,Healthy Teeth\59.jpg
val,Healthy Teeth,Healthy teeth,2,6.jpg,Healthy Teeth\6.jpg
val,Healthy Teeth,Healthy teeth,2,60.jpg,Healthy Teeth\60.jpg
val,Healthy Teeth,Healthy teeth,2,77.jpg,Healthy Teeth\77.jpg
val,Healthy Teeth,Healthy teeth,2,82.jpg,Healthy Teeth\82.jpg
val,Healthy Teeth,Healthy teeth,2,87.jpg,Healthy Teeth\87.jpg
val,Healthy Teeth,Healthy teeth,2,9.jpg,Healthy Teeth\9.jpg
